month,model,generation,token_type,channel,workload,segment,tokens,allocated_inference_cost_cents,net_revenue_cents,cost_per_mtok,inference_gross_margin,receipt_id
2025-08-01,synthetic-g3,3,output,direct,api,enterprise,2094354763,715767,1087851,3.417601509759118,0.3420358118896798,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,direct,api,mid_market_api,50641135,17307,37675,3.4175774298897528,0.5406237558062376,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,direct,api,startup_api,12223950,4178,9778,3.4178804723514085,0.5727142564941705,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,direct,claude_code,enterprise,1502353104,513444,1053418,3.4175986899015984,0.5125923422610967,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,direct,claude_code,mid_market_api,2124596,726,1598,3.4171202430956287,0.5456821026282854,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,direct,claude_code,startup_api,38498204,13158,28846,3.417821776828862,0.5438535672190252,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,aws_marketplace,api,marketplace,24834023,318,451,0.12805013509087915,0.29490022172949004,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,aws_marketplace,claude_code,marketplace,2409708,31,45,0.12864629241385264,0.3111111111111111,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,azure_marketplace,api,marketplace,720539,9,13,0.12490649361103286,0.3076923076923077,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,agent_platform,startup_api,471907,6,9,0.1271436956858025,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,api,enterprise,1902500738,24383,24609,0.12816289377965015,0.00918363200455119,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,api,mid_market_api,38801074,497,722,0.1280892379422281,0.31163434903047094,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,api,startup_api,12197130,157,244,0.1287188051615421,0.35655737704918034,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,claude_code,enterprise,802399003,10284,14066,0.12816566273824245,0.26887530214702116,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,claude_code,mid_market_api,828219,11,16,0.13281511291095713,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_read,direct,claude_code,startup_api,26377512,338,499,0.12813945454749484,0.3226452905811623,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,aws_marketplace,api,marketplace,6210236,663,1413,1.0675922782966702,0.5307855626326964,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,aws_marketplace,claude_code,marketplace,602428,64,140,1.0623676190349718,0.5428571428571429,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,azure_marketplace,api,marketplace,179934,19,40,1.0559427345582268,0.525,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,agent_platform,startup_api,118481,13,27,1.0972223394468312,0.5185185185185186,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,api,enterprise,475636416,50798,76908,1.068000646947941,0.33949654132209917,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,api,mid_market_api,9700153,1036,2258,1.068024390955483,0.5411868910540301,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,api,startup_api,3053830,326,763,1.06751194401784,0.5727391874180865,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,claude_code,enterprise,200588406,21423,43953,1.0680078887510578,0.5125929970650467,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,claude_code,mid_market_api,207208,22,49,1.0617350681440871,0.5510204081632653,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,cache_write,direct,claude_code,startup_api,6597818,705,1561,1.0685350823560154,0.5483664317745035,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,aws_marketplace,api,marketplace,62082738,5304,11298,0.8543437629957622,0.5305363781200212,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,aws_marketplace,claude_code,marketplace,6025370,515,1126,0.854719295246599,0.5426287744227354,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,azure_marketplace,api,marketplace,1800423,154,321,0.8553545472369549,0.5202492211838006,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,agent_platform,startup_api,1178300,101,214,0.8571671051514894,0.5280373831775701,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,api,enterprise,4756133465,406364,615227,0.85439990906563,0.33948932670380205,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,api,mid_market_api,96985811,8286,18061,0.8543517772924536,0.5412214163113892,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,api,startup_api,30505845,2606,6104,0.8542625191991895,0.5730668414154653,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,claude_code,enterprise,2005897856,171384,351623,0.8544004346350924,0.5125916109014484,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,claude_code,mid_market_api,2072021,177,390,0.8542384464250121,0.5461538461538462,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,input,direct,claude_code,startup_api,65939321,5634,12478,0.8544219010080495,0.5484853341881712,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,aws_marketplace,api,marketplace,31046524,10610,22598,3.4174518216596486,0.5304894238428179,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,aws_marketplace,claude_code,marketplace,3010714,1029,2250,3.4177939186518547,0.5426666666666666,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,azure_marketplace,api,marketplace,899640,307,642,3.4124761015517318,0.5218068535825545,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,agent_platform,startup_api,589450,201,428,3.4099584358300112,0.530373831775701,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,api,enterprise,2378052509,812724,1230446,3.417603256968284,0.33948828311035184,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,api,mid_market_api,48501674,16576,36129,3.4176139982302467,0.5411995903567771,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,api,startup_api,15239842,5208,12197,3.4173582639505056,0.5730097564974994,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,claude_code,enterprise,1002966450,342774,703258,3.4176018549773026,0.5125913960452636,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,claude_code,mid_market_api,1034437,353,779,3.412484278887936,0.5468549422336328,mr-1673c6225a055ecb5323ee5746cd0e43
2025-09-01,synthetic-g3,3,output,direct,claude_code,startup_api,32967238,11267,24952,3.4176354112528324,0.5484530298172492,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,aws_marketplace,api,marketplace,10037270,129,183,0.12852100222470852,0.29508196721311475,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,azure_marketplace,api,marketplace,1151034,15,21,0.13031761007928525,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,direct,agent_platform,startup_api,871106,11,16,0.12627625111065702,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,direct,api,enterprise,701652722,8992,8917,0.1281545658993396,-0.008410900527083154,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,direct,api,mid_market_api,39546954,507,738,0.12820203548419937,0.3130081300813008,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,direct,api,startup_api,8186422,105,164,0.128261162202486,0.3597560975609756,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_read,direct,claude_code,startup_api,24185566,309,463,0.12776215367463387,0.33261339092872566,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,aws_marketplace,api,marketplace,2509718,268,571,1.0678490571450656,0.5306479859894921,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,azure_marketplace,api,marketplace,288131,31,64,1.075899504045035,0.515625,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,direct,agent_platform,startup_api,217039,23,49,1.059717377982759,0.5306122448979591,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,direct,api,enterprise,175405457,18733,27864,1.0679827367058483,0.32769882285386165,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,direct,api,mid_market_api,9886822,1056,2306,1.068088411018222,0.5420641803989592,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,direct,api,startup_api,2046255,219,513,1.0702478430107685,0.5730994152046784,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,cache_write,direct,claude_code,startup_api,6046155,645,1446,1.066793689543189,0.553941908713693,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,aws_marketplace,api,marketplace,25102991,2145,4568,0.8544798506281582,0.5304290718038529,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,azure_marketplace,api,marketplace,2879598,246,514,0.8542859107417077,0.5214007782101167,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,direct,agent_platform,startup_api,2176212,186,395,0.8546961417361911,0.5291139240506328,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,direct,api,enterprise,1754118470,149872,222920,0.8544006722647416,0.32768706262336267,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,direct,api,mid_market_api,98881865,8448,18452,0.8543528178802048,0.5421634511164102,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,direct,api,startup_api,20462468,1748,4106,0.8542469070690789,0.5742815392109109,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,input,direct,claude_code,startup_api,60442778,5165,11566,0.8545272356608097,0.5534324744942072,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,aws_marketplace,api,marketplace,12556110,4291,9139,3.417459706867812,0.5304737936316883,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,azure_marketplace,api,marketplace,1437436,491,1025,3.4158042514588476,0.5209756097560976,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,direct,agent_platform,startup_api,1087220,372,790,3.421570611283825,0.5291139240506328,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,direct,api,enterprise,877041928,299738,445831,3.4176017181244727,0.32768694864197423,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,direct,api,mid_market_api,49429847,16893,36895,3.41757076448163,0.5421330803631929,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,direct,api,startup_api,10240314,3500,8219,3.4178639444063923,0.5741574400778684,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g3,3,output,direct,claude_code,startup_api,30217147,10327,23129,3.4175959762184034,0.5535042587228155,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_read,aws_marketplace,claude_code,marketplace,1733371,18,26,0.10384389723838694,0.3076923076923077,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_read,direct,api,enterprise,903985778,9268,10124,0.10252373682808094,0.08455156064796521,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_read,direct,api,startup_api,1049070,11,17,0.10485477613505295,0.3529411764705882,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_read,direct,claude_code,enterprise,452611761,4640,6506,0.10251611645593098,0.2868121733784199,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_read,direct,claude_code,mid_market_api,1255448,13,19,0.10354869337479529,0.3157894736842105,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_write,aws_marketplace,claude_code,marketplace,432459,37,83,0.8555724357684775,0.5542168674698795,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_write,direct,api,enterprise,225985126,19308,31638,0.8543925143108755,0.38972122131613884,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_write,direct,api,startup_api,262599,22,53,0.8377792756255736,0.5849056603773585,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_write,direct,claude_code,enterprise,113130091,9666,20327,0.8544145871852963,0.52447483642446,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,cache_write,direct,claude_code,mid_market_api,314109,27,61,0.8595742242342627,0.5573770491803278,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,input,aws_marketplace,claude_code,marketplace,4327256,296,663,0.6840362576191471,0.5535444947209653,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,input,direct,api,enterprise,2259929031,154471,253109,0.683521464086188,0.38970562089850613,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,input,direct,api,startup_api,2621038,179,421,0.6829355392787132,0.5748218527315915,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,input,direct,claude_code,enterprise,1131454927,77337,162637,0.6835181689919849,0.5244808991803833,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,input,direct,claude_code,mid_market_api,3144001,215,485,0.6838420216787463,0.5567010309278351,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,output,aws_marketplace,claude_code,marketplace,2161274,591,1325,2.7344982635241992,0.5539622641509434,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,output,direct,api,enterprise,1129922576,308930,506199,2.734081135838815,0.38970641980723,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,output,direct,api,startup_api,1312682,359,843,2.7348588614759706,0.5741399762752075,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,output,direct,claude_code,enterprise,565699036,154667,325258,2.734086327840233,0.5244790289554753,mr-1673c6225a055ecb5323ee5746cd0e43
2025-10-01,synthetic-g4,4,output,direct,claude_code,mid_market_api,1569491,429,969,2.733370245512717,0.5572755417956656,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,aws_marketplace,api,marketplace,10417860,107,156,0.10270823374474221,0.3141025641025641,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,aws_marketplace,claude_code,marketplace,2298491,24,36,0.10441633228061367,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,azure_marketplace,api,marketplace,498468,5,7,0.10030734169495334,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,agent_platform,startup_api,544293,6,8,0.11023474488924163,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,api,enterprise,2149989851,22043,23050,0.1025260653660639,0.04368763557483735,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,api,mid_market_api,112244909,1151,1712,0.10254362627707239,0.3276869158878505,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,api,startup_api,8653679,89,142,0.10284643098039574,0.37323943661971826,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,claude_code,enterprise,2059206667,21113,29599,0.10252977682302736,0.286698874961992,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,claude_code,mid_market_api,693884,7,11,0.10088141533743392,0.36363636363636365,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_read,direct,claude_code,startup_api,36206900,371,563,0.10246665690793744,0.34103019538188273,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,aws_marketplace,api,marketplace,2604574,223,486,0.8561860787982987,0.5411522633744856,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,aws_marketplace,claude_code,marketplace,573274,49,110,0.8547396184023696,0.5545454545454546,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,azure_marketplace,api,marketplace,124573,11,23,0.8830163839676335,0.5217391304347826,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,agent_platform,startup_api,135896,12,25,0.8830281980337905,0.52,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,api,enterprise,537462956,45921,72024,0.8544030707113515,0.36242085971342886,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,api,mid_market_api,28069347,2398,5352,0.8543127134379008,0.5519431988041854,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,api,startup_api,2162424,185,444,0.8555213963589009,0.5833333333333333,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,claude_code,enterprise,514859869,43990,92509,0.854407240662216,0.524478699369791,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,claude_code,mid_market_api,173905,15,34,0.8625398924700267,0.5588235294117647,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,cache_write,direct,claude_code,startup_api,9051508,773,1761,0.8540013443063852,0.5610448608745031,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,aws_marketplace,api,marketplace,26032179,1779,3884,0.6833849751878243,0.541967044284243,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,aws_marketplace,claude_code,marketplace,5739859,392,879,0.6829436054091225,0.5540386803185438,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,azure_marketplace,api,marketplace,1245982,85,182,0.6821928406670401,0.532967032967033,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,agent_platform,startup_api,1359417,93,202,0.6841167941845658,0.5396039603960396,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,api,enterprise,5374835478,367381,576211,0.6835204565865225,0.36241932208860994,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,api,mid_market_api,280617933,19180,42803,0.6834915999470355,0.5519005677172161,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,api,startup_api,21632021,1479,3548,0.6837086557931873,0.5831454340473506,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,claude_code,enterprise,5148208802,351890,740012,0.683519285121645,0.5244806840970146,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,claude_code,mid_market_api,1736063,119,268,0.6854589954396816,0.5559701492537313,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,input,direct,claude_code,startup_api,90498372,6185,14089,0.6834377086915995,0.5610050393924337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,aws_marketplace,api,marketplace,13022497,3560,7773,2.733730712320379,0.542004374115528,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,aws_marketplace,claude_code,marketplace,2868646,784,1758,2.732996682058365,0.5540386803185438,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,azure_marketplace,api,marketplace,621750,170,363,2.734217933252915,0.5316804407713498,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,agent_platform,startup_api,680024,186,406,2.7351975812618377,0.541871921182266,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,api,enterprise,2687442293,734768,1152432,2.7340791722815982,0.3624196481874853,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,api,mid_market_api,140307428,38361,85604,2.734067650359894,0.5518784168964067,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,api,startup_api,10815103,2957,7095,2.7341394714410026,0.5832276250880902,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,claude_code,enterprise,2574101157,703780,1480022,2.7340805860956303,0.5244800415128965,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,claude_code,mid_market_api,868346,237,535,2.7293267890909845,0.5570093457943925,mr-1673c6225a055ecb5323ee5746cd0e43
2025-11-01,synthetic-g4,4,output,direct,claude_code,startup_api,45244327,12370,28176,2.73404442506129,0.5609738784781374,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,aws_marketplace,api,marketplace,11603670,119,173,0.10255376100837063,0.3121387283236994,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,aws_marketplace,claude_code,marketplace,2570792,26,39,0.10113614792639777,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,azure_marketplace,api,marketplace,582747,6,8,0.1029606330019717,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,agent_platform,startup_api,249145,3,4,0.12041180838467559,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,api,enterprise,1830108131,18763,19539,0.10252399670913216,0.039715440913045685,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,api,mid_market_api,82555721,847,1259,0.10259737177996422,0.3272438443208896,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,api,startup_api,10150185,105,167,0.10344639038598803,0.37125748502994016,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,claude_code,enterprise,798068873,8182,11472,0.10252247991132966,0.2867852161785216,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,claude_code,mid_market_api,716606,7,11,0.09768268755773744,0.36363636363636365,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_read,direct,claude_code,startup_api,28523402,292,448,0.10237208030094026,0.3482142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,aws_marketplace,api,marketplace,2901067,248,541,0.8548578850471223,0.5415896487985212,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,aws_marketplace,claude_code,marketplace,642513,55,123,0.856013808280922,0.5528455284552846,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,azure_marketplace,api,marketplace,145549,12,27,0.8244646132917437,0.5555555555555556,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,agent_platform,startup_api,62745,5,12,0.796876245119133,0.5833333333333333,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,api,enterprise,457495845,39089,61056,0.8544121313276627,0.3597844601677149,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,api,mid_market_api,20633465,1763,3931,0.854437197048581,0.5515136097685067,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,api,startup_api,2537448,217,521,0.8551899388677128,0.5834932821497121,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,claude_code,enterprise,199532700,17048,35851,0.8543962969478186,0.524476304705587,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,claude_code,mid_market_api,179425,15,35,0.8360039013515397,0.5714285714285714,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,cache_write,direct,claude_code,startup_api,7128480,609,1400,0.8543195744394317,0.565,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,aws_marketplace,api,marketplace,29001370,1982,4327,0.6834159903480421,0.5419459209614051,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,aws_marketplace,claude_code,marketplace,6424358,439,985,0.683336762988613,0.5543147208121828,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,azure_marketplace,api,marketplace,1458555,100,214,0.6856100729831923,0.5327102803738317,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,direct,agent_platform,startup_api,626032,43,93,0.6868658471132466,0.5376344086021505,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,direct,api,enterprise,4575201808,312723,488477,0.6835173903218565,0.3597999496393893,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,direct,api,mid_market_api,206349960,14105,31456,0.683547503474195,0.5515958799593083,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,direct,api,startup_api,25376707,1735,4163,0.6836978493702907,0.5832332452558251,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,direct,claude_code,enterprise,1995296085,136383,286807,0.6835226161434582,0.5244781333788924,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,input,direct,claude_code,mid_market_api,1791276,122,276,0.68107873940141,0.5579710144927537,mr-1673c6225a055ecb5323ee5746cd0e43
